seed_number,year,samples,ready,scribes,grain,paper,tools,binding,ledger_below_50,mean_ledger,lore_stored,lore_lost_total,archive_scribes,state_hash
1,1,52,0,0,5,0,0,47,0,477.826923,0,0,4,8251992718909035207
1,2,52,0,0,39,0,0,13,0,514.480769,1,0,4,2963059299355335300
1,3,52,0,0,25,0,0,27,0,503.288462,2,0,4,13848798476020890030
1,4,52,0,0,11,0,0,41,0,342.192308,3,0,4,1376811911065144512
1,5,52,0,0,0,0,0,52,0,413.480769,3,0,4,9503313242498955571
1,6,53,0,0,13,0,0,40,0,362.981132,4,0,2,6478852188238869689
1,7,52,0,0,7,0,0,45,0,197.250000,4,0,1,4816682725644946528
1,8,52,0,0,30,0,22,0,0,117.423077,4,0,2,4874405581002659691
1,9,52,0,0,0,0,52,0,0,280.461538,4,0,4,15321966518405820918
1,10,52,0,0,0,0,52,0,0,456.384615,4,0,4,1340417013294056787
1,11,52,0,0,0,0,52,0,0,525.730769,4,0,4,7982107840118653583
1,12,52,0,0,0,0,52,0,0,559.884615,4,0,4,17309471943033188
1,13,53,0,0,0,0,53,0,0,536.905660,4,0,4,10604598341333236334
1,14,52,0,0,0,0,52,0,0,480.000000,4,0,4,4224833820193758399
1,15,52,0,0,0,0,52,0,0,480.000000,4,0,4,11826098001306884956
1,16,52,0,0,0,0,52,0,0,291.500000,4,0,1,8740173121994252998
1,17,52,0,0,0,0,52,0,0,188.788462,4,0,2,5292548356017985851
1,18,52,0,0,0,0,52,0,0,305.173077,4,0,4,8651348335279569725
1,19,52,0,0,0,0,52,0,0,478.365385,4,0,4,11114462564611884299
1,20,53,0,0,0,0,53,0,0,526.905660,2,2,4,1885629411223854541
1,21,52,0,0,0,0,52,0,0,524.307692,2,2,4,6971178144232107859
1,22,52,0,0,0,0,52,0,0,480.000000,2,2,4,11718251677630066789
1,23,52,0,0,0,0,52,0,0,308.615385,2,2,2,17441823994637802450
1,24,52,0,0,0,0,52,0,0,329.115385,2,2,4,17774644811804879111
1,25,52,0,0,0,0,52,0,0,455.769231,2,2,4,16401990781524431834
1,26,52,0,0,0,0,52,0,0,480.000000,2,2,4,12446037508638816493
1,27,53,0,0,0,0,53,0,0,480.000000,2,2,4,11527698755959662226
1,28,52,0,0,0,0,52,0,0,480.000000,2,2,4,1113896383800323610
1,29,52,0,0,0,0,52,0,0,480.000000,2,2,4,14689543779074643823
1,30,52,0,0,0,0,52,0,0,456.057692,2,2,4,4661282359743689516
1,31,52,0,0,0,0,52,0,0,342.673077,2,2,2,13483446531751650757
1,32,52,0,0,0,0,52,0,0,298.211538,2,2,4,16529007305642493050
1,33,52,0,0,0,0,52,0,0,324.903846,2,2,4,11497712466430257347
1,34,53,0,0,0,0,53,0,0,202.830189,2,2,2,14057971535972517438
1,35,52,0,0,0,0,52,0,0,252.153846,2,2,4,14920576122198820965
1,36,52,0,0,0,0,52,0,0,383.000000,2,2,4,10980741035810928420
1,37,52,0,0,0,0,52,0,0,461.000000,2,2,4,4119979921119678168
1,38,52,0,0,0,0,52,0,0,461.000000,2,2,4,14358283026716575752
1,39,52,0,0,0,0,52,0,0,347.653846,2,2,2,3574663945394149985
1,40,52,0,0,0,0,52,0,0,277.692308,2,2,2,12244179922750413229
1,41,53,1,0,4,0,37,11,0,148.396226,4,2,1,3337073693891978277
1,42,52,0,24,0,0,0,28,24,77.846154,0,6,0,3156788126068482739
1,43,52,0,46,0,0,0,6,45,11.961538,0,6,0,11022868283152130935
1,44,52,0,52,0,0,0,0,52,5.000000,0,6,0,5008535295204478980
1,45,52,0,52,0,0,0,0,52,5.000000,0,6,0,11641282187314211725
1,46,52,0,52,0,0,0,0,52,5.000000,0,6,0,10572365276545868958
1,47,52,0,52,0,0,0,0,52,5.000000,0,6,0,12349456130815250000
1,48,53,0,53,0,0,0,0,53,5.000000,0,6,0,16045763278942472300
1,49,52,0,52,0,0,0,0,52,5.000000,0,6,0,1854454091410050048
1,50,52,0,52,0,0,0,0,52,5.000000,0,6,0,1559248671104998911
1,51,52,0,52,0,0,0,0,52,5.000000,0,6,0,3780721811642410323
1,52,52,0,52,0,0,0,0,52,5.000000,0,6,0,8887950570053097798
1,53,52,0,52,0,0,0,0,52,5.000000,0,6,0,17917415938022752486
1,54,52,0,52,0,0,0,0,52,5.000000,0,6,0,5562223831460418099
1,55,53,0,53,0,0,0,0,53,5.000000,0,6,0,9792525768792305408
1,56,52,0,52,0,0,0,0,52,5.000000,0,6,0,9346270290901188416
1,57,52,0,52,0,0,0,0,52,4.076923,0,6,0,8281460200144097819
1,58,52,0,52,0,0,0,0,52,3.442308,0,6,0,17446472455810883046
1,59,52,0,52,0,0,0,0,52,5.000000,0,6,0,16438371531421951200
1,60,52,0,52,0,0,0,0,52,0.384615,0,6,0,610589709733977686
1,61,52,0,52,0,0,0,0,52,0.000000,0,6,0,8130254810536785779
1,62,53,0,53,0,0,0,0,53,0.000000,0,6,0,4775360230692408541
1,63,52,0,52,0,0,0,0,52,0.000000,0,6,0,3123101585361919321
1,64,52,0,52,0,0,0,0,52,0.000000,0,6,0,6672223422122225030
1,65,52,0,52,0,0,0,0,52,0.000000,0,6,0,14777080632333971106
1,66,52,0,52,0,0,0,0,52,0.000000,0,6,0,16557197352630914491
1,67,52,0,52,0,0,0,0,52,0.000000,0,6,0,16792054209791764010
1,68,52,0,52,0,0,0,0,52,0.000000,0,6,0,8584409442604759523
1,69,53,0,53,0,0,0,0,53,0.000000,0,6,0,18144351446207294881
1,70,52,0,52,0,0,0,0,52,0.000000,0,6,0,10879747603436063781
1,71,52,0,52,0,0,0,0,52,0.000000,0,6,0,7534698128273616564
1,72,52,0,52,0,0,0,0,52,0.000000,0,6,0,8156105702656492704
1,73,52,0,52,0,0,0,0,52,0.000000,0,6,0,5740243924691947388
1,74,52,0,52,0,0,0,0,52,0.000000,0,6,0,4317838659649429793
1,75,52,0,52,0,0,0,0,52,0.000000,0,6,0,6165540645689206702
1,76,53,0,53,0,0,0,0,53,0.000000,0,6,0,2024959388995415859
1,77,52,0,52,0,0,0,0,52,0.000000,0,6,0,939099525039185308
1,78,52,0,52,0,0,0,0,52,0.000000,0,6,0,17198513424175938491
1,79,52,0,52,0,0,0,0,52,0.000000,0,6,0,12627021443938105465
1,80,52,0,52,0,0,0,0,52,0.000000,0,6,0,17897609686227314619
1,81,52,0,52,0,0,0,0,52,0.000000,0,6,0,8138569416227755366
1,82,52,0,52,0,0,0,0,52,0.000000,0,6,0,1703967753255604215
1,83,53,0,53,0,0,0,0,53,0.000000,0,6,0,1784109269507526917
1,84,52,0,52,0,0,0,0,52,0.000000,0,6,0,5157225145846027120
1,85,52,0,52,0,0,0,0,52,0.000000,0,6,0,3974725520077092662
1,86,52,0,52,0,0,0,0,52,0.000000,0,6,0,8302748989242529756
1,87,52,0,52,0,0,0,0,52,0.000000,0,6,0,8785613591703089525
1,88,52,0,52,0,0,0,0,52,0.000000,0,6,0,4372931870584549671
1,89,52,0,52,0,0,0,0,52,0.000000,0,6,0,11091440650503485863
1,90,53,0,53,0,0,0,0,53,0.000000,0,6,0,237229213284331322
1,91,52,0,52,0,0,0,0,52,0.000000,0,6,0,15502868897229498033
1,92,52,0,52,0,0,0,0,52,0.000000,0,6,0,14051877415027906735
1,93,52,0,52,0,0,0,0,52,0.000000,0,6,0,8381434860514783964
1,94,52,0,52,0,0,0,0,52,0.000000,0,6,0,6627413294268910792
1,95,52,0,52,0,0,0,0,52,0.000000,0,6,0,10576543865330902315
1,96,52,0,52,0,0,0,0,52,0.000000,0,6,0,6075579628525218770
1,97,53,0,53,0,0,0,0,53,0.000000,0,6,0,1224314411235302353
1,98,52,0,52,0,0,0,0,52,0.000000,0,6,0,14485427248546877713
1,99,52,0,52,0,0,0,0,52,0.000000,0,6,0,6338724184485980424
1,100,52,0,52,0,0,0,0,52,0.000000,0,6,0,10319465329386697955
2,1,52,0,0,5,0,0,47,0,480.000000,0,0,4,6851073150618837341
2,2,52,0,0,12,0,0,40,0,480.000000,1,0,4,10441134163715541775
2,3,52,0,0,22,0,0,30,0,448.480769,3,0,4,5001475819317092317
2,4,52,0,0,0,0,17,35,0,467.615385,3,0,4,2889871500120238873
2,5,52,0,0,8,0,26,18,0,211.019231,5,0,2,8293263944748415295
2,6,53,0,0,5,0,0,48,0,251.358491,6,0,2,14226986512836965198
2,7,52,0,0,5,0,0,47,0,279.576923,7,0,2,15606650822051859500
2,8,52,0,0,6,0,0,46,0,205.846154,8,0,2,11049396174152892444
2,9,52,0,28,1,0,0,23,29,58.403846,0,9,0,8714649556814356537
2,10,52,0,47,5,0,0,0,46,25.653846,0,9,1,15559969774599461516
2,11,52,1,0,17,0,0,34,0,150.000000,2,9,2,12606717951661013097
2,12,52,0,0,13,0,0,39,0,274.500000,3,9,4,8836569067522776033
2,13,53,0,0,25,0,0,28,0,400.471698,4,9,4,5220970068268383934
2,14,52,0,0,16,0,0,36,0,467.134615,6,9,4,17885175352160830180
2,15,52,0,0,4,0,0,48,0,465.923077,7,9,4,12958286173669132437
2,16,52,0,0,13,0,0,39,0,466.865385,8,9,4,304886323320809233
2,17,52,0,0,1,0,0,51,0,437.673077,9,9,4,6376421056818816828
2,18,52,0,0,2,0,0,50,0,373.000000,10,9,4,12051621943213963272
2,19,52,0,0,29,2,0,21,0,319.288462,10,9,4,9350074899731394602
2,20,53,0,0,50,3,0,0,0,286.113208,10,9,2,14949920525853666993
2,21,52,0,0,47,5,0,0,0,239.153846,10,9,2,514391339155816233
2,22,52,0,0,48,4,0,0,0,175.692308,10,9,1,191677278180141012
2,23,52,0,0,36,0,16,0,0,113.384615,10,9,1,4796998348935388971
2,24,52,0,0,9,0,43,0,0,67.076923,10,9,1,15924576625235915667
2,25,52,0,37,12,0,3,0,37,22.115385,0,19,0,4111507458776618593
2,26,52,0,52,0,0,0,0,52,4.000000,0,19,0,3457270067196826234
2,27,53,0,53,0,0,0,0,53,4.000000,0,19,0,18250975062921058696
2,28,52,0,52,0,0,0,0,52,4.000000,0,19,0,7827726170421546161
2,29,52,0,52,0,0,0,0,52,3.769231,0,19,0,12599461891903364039
2,30,52,0,52,0,0,0,0,52,3.942308,0,19,0,792686026134461436
2,31,52,0,52,0,0,0,0,52,4.000000,0,19,0,17073361497962079215
2,32,52,0,52,0,0,0,0,52,4.000000,0,19,0,9253967446488518374
2,33,52,0,52,0,0,0,0,52,4.000000,0,19,0,12451040945586397793
2,34,53,0,53,0,0,0,0,53,4.000000,0,19,0,17002766953268616801
2,35,52,0,52,0,0,0,0,52,4.000000,0,19,0,12452345561670655973
2,36,52,0,52,0,0,0,0,52,4.000000,0,19,0,18327849396642985580
2,37,52,0,52,0,0,0,0,52,4.000000,0,19,0,14491264844541252020
2,38,52,0,52,0,0,0,0,52,4.000000,0,19,0,8333687778540249676
2,39,52,0,52,0,0,0,0,52,4.000000,0,19,0,6470189446281350358
2,40,52,0,52,0,0,0,0,52,4.000000,0,19,0,8255809612566976727
2,41,53,0,53,0,0,0,0,53,4.000000,0,19,0,4696028495417899738
2,42,52,0,52,0,0,0,0,52,3.211538,0,19,0,10391886796920457773
2,43,52,0,52,0,0,0,0,52,4.000000,0,19,0,7096624447676138944
2,44,52,0,52,0,0,0,0,52,4.000000,0,19,0,15040939971354292824
2,45,52,0,52,0,0,0,0,52,4.000000,0,19,0,7672585533044333976
2,46,52,0,52,0,0,0,0,52,4.000000,0,19,0,2914362766001855213
2,47,52,0,52,0,0,0,0,52,4.000000,0,19,0,14722581377580997423
2,48,53,0,53,0,0,0,0,53,4.000000,0,19,0,7465096893751223969
2,49,52,0,52,0,0,0,0,52,4.000000,0,19,0,10911006644774895715
2,50,52,0,52,0,0,0,0,52,4.000000,0,19,0,8503278151117723036
2,51,52,0,52,0,0,0,0,52,4.000000,0,19,0,11349600353774905154
2,52,52,0,52,0,0,0,0,52,4.000000,0,19,0,16232504949577001057
2,53,52,0,52,0,0,0,0,52,4.000000,0,19,0,18288405818242199710
2,54,52,0,52,0,0,0,0,52,4.000000,0,19,0,7358692965091667017
2,55,53,0,53,0,0,0,0,53,4.000000,0,19,0,17078984919060963092
2,56,52,0,52,0,0,0,0,52,4.000000,0,19,0,3099775512775321299
2,57,52,0,52,0,0,0,0,52,4.000000,0,19,0,7613883003288497649
2,58,52,0,52,0,0,0,0,52,4.000000,0,19,0,2340095982337720084
2,59,52,0,52,0,0,0,0,52,4.000000,0,19,0,12597719664889408015
2,60,52,0,52,0,0,0,0,52,4.000000,0,19,0,12303287353241126496
2,61,52,0,52,0,0,0,0,52,4.000000,0,19,0,5723819916440877388
2,62,53,0,53,0,0,0,0,53,4.000000,0,19,0,6610399359922845762
2,63,52,0,52,0,0,0,0,52,4.000000,0,19,0,1547281313030778571
2,64,52,0,52,0,0,0,0,52,4.000000,0,19,0,14837333242556355071
2,65,52,0,52,0,0,0,0,52,4.000000,0,19,0,1033732550479495961
2,66,52,0,52,0,0,0,0,52,4.000000,0,19,0,1305478729448466741
2,67,52,0,52,0,0,0,0,52,4.000000,0,19,0,7113763220423559994
2,68,52,0,52,0,0,0,0,52,4.000000,0,19,0,4490279184427666866
2,69,53,0,53,0,0,0,0,53,4.000000,0,19,0,7179360566307169858
2,70,52,0,52,0,0,0,0,52,4.000000,0,19,0,10063683586383799614
2,71,52,0,52,0,0,0,0,52,4.000000,0,19,0,17229056923616975676
2,72,52,0,52,0,0,0,0,52,4.000000,0,19,0,16488285886913507663
2,73,52,0,52,0,0,0,0,52,4.000000,0,19,0,444423188888814043
2,74,52,0,52,0,0,0,0,52,4.000000,0,19,0,6535991259581237883
2,75,52,0,52,0,0,0,0,52,4.000000,0,19,0,3916665570859623691
2,76,53,0,53,0,0,0,0,53,4.000000,0,19,0,9030790572907595161
2,77,52,0,52,0,0,0,0,52,4.000000,0,19,0,1592083658712059383
2,78,52,0,52,0,0,0,0,52,4.000000,0,19,0,787960047955512279
2,79,52,0,52,0,0,0,0,52,4.000000,0,19,0,5620285036366077967
2,80,52,0,52,0,0,0,0,52,4.000000,0,19,0,15092719740078377515
2,81,52,0,52,0,0,0,0,52,1.461538,0,19,0,5333782952667254960
2,82,52,0,52,0,0,0,0,52,3.076923,0,19,0,5927129931959290115
2,83,53,0,53,0,0,0,0,53,4.000000,0,19,0,18077173676058490162
2,84,52,0,52,0,0,0,0,52,4.000000,0,19,0,8841220967050997081
2,85,52,0,52,0,0,0,0,52,4.000000,0,19,0,6987066539224176482
2,86,52,0,52,0,0,0,0,52,2.038462,0,19,0,13932291226083083232
2,87,52,0,52,0,0,0,0,52,3.365385,0,19,0,15854072579434381245
2,88,52,0,52,0,0,0,0,52,1.076923,0,19,0,6475149379415813887
2,89,52,0,52,0,0,0,0,52,4.000000,0,19,0,11987379190497579740
2,90,53,0,53,0,0,0,0,53,4.000000,0,19,0,9346508843972009035
2,91,52,0,52,0,0,0,0,52,4.000000,0,19,0,7253201732788743306
2,92,52,0,52,0,0,0,0,52,4.000000,0,19,0,2098024653452546212
2,93,52,0,52,0,0,0,0,52,4.000000,0,19,0,12287212119056136121
2,94,52,0,52,0,0,0,0,52,4.000000,0,19,0,11724489645707336176
2,95,52,0,52,0,0,0,0,52,4.000000,0,19,0,2783478410143601093
2,96,52,0,52,0,0,0,0,52,4.000000,0,19,0,13540557684966050901
2,97,53,0,53,0,0,0,0,53,4.000000,0,19,0,14401365929862676465
2,98,52,0,52,0,0,0,0,52,4.000000,0,19,0,7504602408653248419
2,99,52,0,52,0,0,0,0,52,4.000000,0,19,0,2297086192605107444
2,100,52,0,52,0,0,0,0,52,4.000000,0,19,0,2410430109457237614
3,1,52,0,0,4,0,0,48,0,464.538462,1,0,4,6161398672261625719
3,2,52,0,0,9,0,0,43,0,514.769231,1,0,4,8177015041152008539
3,3,52,0,12,40,0,0,0,12,162.730769,0,1,0,6925816173332904697
3,4,52,0,24,6,0,0,22,23,60.230769,3,1,1,3888568501173983244
3,5,52,0,0,4,0,0,48,0,151.288462,4,1,2,11963066899436356240
3,6,53,0,0,2,0,0,51,0,285.358491,5,1,4,17827314640567143635
3,7,52,0,0,0,0,0,52,0,465.807692,6,1,4,7502611237477282931
3,8,52,0,0,18,0,0,34,0,532.615385,7,1,4,13085717919627974674
3,9,52,0,0,0,0,0,52,0,486.730769,8,1,4,11762196673312594670
3,10,52,0,0,42,0,0,10,0,298.500000,8,1,1,16073153583915035987
3,11,52,0,52,0,0,0,0,52,9.230769,0,9,0,12292742893152582022
3,12,52,0,52,0,0,0,0,52,9.038462,0,9,0,10531054143417315414
3,13,53,0,45,8,0,0,0,43,28.584906,0,11,0,8284194488709786351
3,14,52,2,10,24,0,0,16,9,101.000000,3,11,2,18265006789055718729
3,15,52,0,0,15,0,0,37,0,257.000000,5,11,4,7652794053046810117
3,16,52,0,0,6,0,0,46,0,412.538462,6,11,4,993915674953658533
3,17,52,0,0,1,0,0,51,0,480.000000,7,11,4,13064177523814366870
3,18,52,0,0,0,0,0,52,0,480.000000,8,11,4,3311426715187317960
3,19,52,0,0,1,0,0,51,0,480.000000,9,11,4,14946059929667726489
3,20,53,0,0,36,0,0,17,0,470.867925,9,11,4,3303950737638027185
3,21,52,0,0,32,0,2,18,0,237.711538,11,11,1,2765890440413434480
3,22,52,0,0,12,0,0,40,0,146.076923,12,11,2,6893018369190869777
3,23,52,0,2,6,0,23,21,1,124.346154,11,13,2,16438254503558879723
3,24,52,0,0,32,0,18,2,0,175.807692,12,13,2,15617088475636060230
3,25,52,0,0,15,0,0,37,0,197.846154,13,13,2,8746364873815010508
3,26,52,0,0,25,0,0,27,0,209.538462,14,13,2,1903927450808573068
3,27,53,0,0,24,0,29,0,0,125.037736,15,13,1,7528857113815282961
3,28,52,0,18,23,0,11,0,17,57.653846,0,28,1,18035421991899526759
3,29,52,0,49,3,0,0,0,49,34.076923,0,28,0,10857534046674879786
3,30,52,0,38,7,0,7,0,37,30.942308,0,28,0,5537065379158236047
3,31,52,0,52,0,0,0,0,52,12.057692,0,28,0,16822421986907892965
3,32,52,0,52,0,0,0,0,52,16.442308,0,28,0,6451922774784157280
3,33,52,0,52,0,0,0,0,52,11.403846,0,28,0,12491144175050243275
3,34,53,0,53,0,0,0,0,53,13.490566,0,28,0,9541216731244740317
3,35,52,0,52,0,0,0,0,52,11.423077,0,28,0,11435780108145913605
3,36,52,0,52,0,0,0,0,52,8.903846,0,28,0,10827099353179287364
3,37,52,0,52,0,0,0,0,52,11.942308,0,28,0,5301690740621516158
3,38,52,0,52,0,0,0,0,52,14.134615,0,28,0,17385389942032310388
3,39,52,0,52,0,0,0,0,52,12.326923,0,28,0,8153458963936659419
3,40,52,0,52,0,0,0,0,52,11.903846,0,28,0,7666377304620849894
3,41,53,0,53,0,0,0,0,53,7.301887,0,28,0,7102216017837992378
3,42,52,0,52,0,0,0,0,52,5.826923,0,28,0,13469761919842659555
3,43,52,0,52,0,0,0,0,52,6.000000,0,28,0,3512476672607980453
3,44,52,0,52,0,0,0,0,52,6.000000,0,28,0,3917241237314786511
3,45,52,0,52,0,0,0,0,52,6.000000,0,28,0,16702616580106015900
3,46,52,0,52,0,0,0,0,52,6.000000,0,28,0,11498820915004064895
3,47,52,0,52,0,0,0,0,52,6.000000,0,28,0,13700218985519431676
3,48,53,0,53,0,0,0,0,53,6.000000,0,28,0,15804534946380361203
3,49,52,0,52,0,0,0,0,52,6.000000,0,28,0,13683927823478555315
3,50,52,0,52,0,0,0,0,52,6.000000,0,28,0,11589360806800624399
3,51,52,0,52,0,0,0,0,52,6.000000,0,28,0,12829325727078159705
3,52,52,0,52,0,0,0,0,52,6.000000,0,28,0,3215968117811239305
3,53,52,0,52,0,0,0,0,52,6.000000,0,28,0,11649443474195084072
3,54,52,0,52,0,0,0,0,52,6.000000,0,28,0,14764729682868607419
3,55,53,0,53,0,0,0,0,53,6.000000,0,28,0,9265893861503519832
3,56,52,0,52,0,0,0,0,52,6.000000,0,28,0,13856917988689487842
3,57,52,0,52,0,0,0,0,52,6.000000,0,28,0,14184262074644589080
3,58,52,0,52,0,0,0,0,52,6.000000,0,28,0,12845597687646962553
3,59,52,0,52,0,0,0,0,52,6.000000,0,28,0,14867213061328821259
3,60,52,0,52,0,0,0,0,52,6.000000,0,28,0,14075981910685205784
3,61,52,0,52,0,0,0,0,52,6.000000,0,28,0,5553507688677711818
3,62,53,0,53,0,0,0,0,53,6.000000,0,28,0,5033735214012705145
3,63,52,0,52,0,0,0,0,52,6.000000,0,28,0,16708700890867694486
3,64,52,0,52,0,0,0,0,52,6.000000,0,28,0,6036148173605572109
3,65,52,0,52,0,0,0,0,52,6.000000,0,28,0,13133810248776637161
3,66,52,0,52,0,0,0,0,52,6.000000,0,28,0,6539491334446295117
3,67,52,0,52,0,0,0,0,52,6.000000,0,28,0,5757411414441116428
3,68,52,0,52,0,0,0,0,52,6.000000,0,28,0,5628747935229050622
3,69,53,0,53,0,0,0,0,53,6.000000,0,28,0,17542796042086472747
3,70,52,0,52,0,0,0,0,52,6.000000,0,28,0,760114656846961709
3,71,52,0,52,0,0,0,0,52,6.000000,0,28,0,135183165414200776
3,72,52,0,52,0,0,0,0,52,6.000000,0,28,0,9531451103702618092
3,73,52,0,52,0,0,0,0,52,6.000000,0,28,0,13857351713871408190
3,74,52,0,52,0,0,0,0,52,6.000000,0,28,0,2053244040866673973
3,75,52,0,52,0,0,0,0,52,6.000000,0,28,0,805367963890708879
3,76,53,0,53,0,0,0,0,53,6.000000,0,28,0,11445369652058977282
3,77,52,0,52,0,0,0,0,52,6.000000,0,28,0,4793529375127484566
3,78,52,0,52,0,0,0,0,52,6.000000,0,28,0,11388006772460028998
3,79,52,0,52,0,0,0,0,52,6.000000,0,28,0,6357739962414417254
3,80,52,0,52,0,0,0,0,52,6.000000,0,28,0,11357097401720248895
3,81,52,0,52,0,0,0,0,52,6.000000,0,28,0,12358324859670938531
3,82,52,0,52,0,0,0,0,52,6.000000,0,28,0,5633340520354133548
3,83,53,0,53,0,0,0,0,53,6.000000,0,28,0,13773172462914625491
3,84,52,0,52,0,0,0,0,52,6.000000,0,28,0,2263673674782358988
3,85,52,0,52,0,0,0,0,52,6.000000,0,28,0,5351876142351481544
3,86,52,0,52,0,0,0,0,52,2.884615,0,28,0,2055992439565628555
3,87,52,0,52,0,0,0,0,52,0.711538,0,28,0,7243933579657852786
3,88,52,0,52,0,0,0,0,52,0.038462,0,28,0,10302465294102578161
3,89,52,0,52,0,0,0,0,52,0.000000,0,28,0,11917584720953658830
3,90,53,0,53,0,0,0,0,53,0.000000,0,28,0,9670915889924178717
3,91,52,0,52,0,0,0,0,52,0.000000,0,28,0,1563261041634300545
3,92,52,0,52,0,0,0,0,52,0.000000,0,28,0,13877306059483596105
3,93,52,0,52,0,0,0,0,52,0.000000,0,28,0,3608156067662559849
3,94,52,0,52,0,0,0,0,52,0.000000,0,28,0,419604930646568786
3,95,52,0,52,0,0,0,0,52,0.000000,0,28,0,4556884111271648795
3,96,52,0,52,0,0,0,0,52,0.000000,0,28,0,12936112728150462396
3,97,53,0,53,0,0,0,0,53,0.000000,0,28,0,12625011892060291494
3,98,52,0,52,0,0,0,0,52,0.000000,0,28,0,8968247184723534385
3,99,52,0,52,0,0,0,0,52,0.000000,0,28,0,3337866990825180252
3,100,52,0,52,0,0,0,0,52,0.000000,0,28,0,15387110503963106763
4,1,52,0,0,1,0,0,51,0,480.769231,2,0,4,13284083208724052212
4,2,52,0,0,9,0,0,43,0,514.961538,2,0,4,14630799777088018529
4,3,52,0,0,2,0,0,50,0,522.000000,4,0,4,11686464688195343130
4,4,52,0,0,0,0,0,52,0,514.307692,4,0,4,15518895108242443244
4,5,52,0,0,10,0,0,42,0,492.711538,5,0,4,15675111916928140489
4,6,53,0,0,0,0,0,53,0,440.000000,5,0,4,4170404216047863640
4,7,52,0,0,0,0,0,52,0,253.961538,5,0,2,13438510925559241524
4,8,52,0,0,0,0,0,52,0,210.923077,5,0,2,15408060695542632432
4,9,52,0,0,0,0,0,52,0,365.000000,5,0,4,18003455347511473200
4,10,52,0,0,0,0,0,52,0,472.884615,5,0,4,12140269570608801347
4,11,52,0,11,0,0,0,41,11,161.230769,0,5,1,1538390724976874506
4,12,52,0,0,0,0,0,52,0,220.788462,0,5,2,5143333987064008540
4,13,53,0,0,0,0,0,53,0,263.792453,0,5,2,17363262250636371868
4,14,52,0,0,0,0,0,52,0,249.230769,0,5,2,9553327136982973961
4,15,52,0,0,0,0,0,52,0,300.000000,0,5,4,6684064601607509554
4,16,52,0,0,0,0,0,52,0,335.019231,0,5,4,142868367753445273
4,17,52,0,0,0,0,0,52,0,336.000000,0,5,4,3406839125875889378
4,18,52,0,0,0,0,0,52,0,332.750000,0,5,4,7266105082179566911
4,19,52,0,0,0,0,0,52,0,333.615385,0,5,4,2563223198448269317
4,20,53,0,0,0,0,0,53,0,306.660377,0,5,2,7998966514216158778
4,21,52,0,11,0,0,0,41,10,150.115385,0,5,1,2831809628419485702
4,22,52,0,30,0,0,0,22,30,44.730769,0,5,0,17572036327846651026
4,23,52,0,52,0,0,0,0,52,9.326923,0,5,0,14287106811116390560
4,24,52,0,46,0,0,0,6,45,23.519231,0,5,0,18326246706521635361
4,25,52,0,46,0,0,0,6,44,21.923077,0,5,0,14564059420913122671
4,26,52,0,32,0,0,0,20,29,45.230769,0,5,1,13310394877725773743
4,27,53,0,19,0,0,0,34,20,71.830189,0,5,0,5816248651342345285
4,28,52,0,12,0,0,0,40,11,74.557692,0,5,1,1505933122758091720
4,29,52,0,0,0,0,0,52,0,139.557692,0,5,2,10588281509139604526
4,30,52,0,0,0,0,0,52,0,173.557692,0,5,2,16676998507439463237
4,31,52,0,11,0,0,0,41,12,150.461538,0,5,0,6663211129015295522
4,32,52,0,4,0,0,0,48,3,121.615385,0,5,2,7783922435298876863
4,33,52,0,0,0,0,0,52,0,163.961538,0,5,1,2863184325884948368
4,34,53,0,18,0,0,0,35,19,111.169811,0,5,0,1212734918730473714
4,35,52,0,32,0,0,0,20,30,49.000000,0,5,1,9670637265849917812
4,36,52,0,0,0,0,0,52,0,92.769231,0,5,1,4323326781900162884
4,37,52,0,0,0,0,0,52,0,142.846154,0,5,1,917070920977713289
4,38,52,0,0,0,0,0,52,0,145.000000,0,5,1,416523494747484419
4,39,52,0,15,0,0,0,37,15,92.615385,0,5,0,5915757878327361282
4,40,52,0,11,0,0,0,41,10,73.346154,0,5,1,14360201369092327196
4,41,53,0,50,0,0,0,3,50,18.886792,0,5,0,13538391329311094798
4,42,52,0,52,0,0,0,0,52,7.423077,0,5,0,5696742279897101477
4,43,52,0,49,0,0,0,3,48,11.538462,0,5,0,14568942826148546351
4,44,52,0,52,0,0,0,0,52,10.115385,0,5,0,1535419241824057479
4,45,52,0,52,0,0,0,0,52,12.576923,0,5,0,8428882425756941549
4,46,52,0,52,0,0,0,0,52,45.615385,0,5,0,10434151030580150292
4,47,52,0,50,0,0,0,2,49,46.692308,0,5,1,11124242299148774956
4,48,53,0,31,0,0,0,22,31,51.150943,0,5,0,4944475271769394799
4,49,52,0,51,0,0,0,1,50,9.826923,0,5,0,7548667671973641501
4,50,52,0,52,0,0,0,0,52,1.000000,0,5,0,14985009401275298202
4,51,52,0,52,0,0,0,0,52,1.000000,0,5,0,14186118086233773578
4,52,52,0,52,0,0,0,0,52,1.000000,0,5,0,4823427125406606063
4,53,52,0,52,0,0,0,0,52,1.000000,0,5,0,2377478577879556267
4,54,52,0,52,0,0,0,0,52,1.000000,0,5,0,10231055748989332791
4,55,53,0,53,0,0,0,0,53,1.000000,0,5,0,11920979661562124382
4,56,52,0,52,0,0,0,0,52,1.000000,0,5,0,8070399802366714239
4,57,52,0,52,0,0,0,0,52,1.000000,0,5,0,12161210088837379475
