seed_number,year,samples,ready,scribes,grain,paper,tools,binding,ledger_below_50,mean_ledger,lore_stored,lore_lost_total,archive_scribes,state_hash
2,44,52,0,0,0,0,52,0,0,308.538462,0,0,4,5422056763498891762
2,45,52,0,0,0,0,52,0,0,393.230769,0,0,4,4803336296403806334
2,46,52,0,0,0,0,52,0,0,469.211538,0,0,4,12919371749065063520
2,47,52,0,0,0,0,52,0,0,461.750000,0,0,4,11389835080790889562
2,48,53,0,0,0,0,53,0,0,474.622642,0,0,4,7143876794229931452
2,49,52,0,0,0,0,52,0,0,477.076923,0,0,4,1558897789293678984
2,50,52,0,0,0,0,52,0,0,462.000000,0,0,4,899066364677101801
2,51,52,0,0,0,0,52,0,0,417.807692,0,0,4,6174130442232932956
2,52,52,0,0,0,0,52,0,0,417.019231,0,0,4,5271674225549962631
2,53,52,0,0,0,0,52,0,0,382.596154,0,0,4,6025786627492146333
2,54,52,0,0,0,0,52,0,0,498.692308,0,0,4,4259930613882332453
2,55,53,0,0,0,0,53,0,0,507.754717,0,0,4,17168806279461951503
2,56,52,0,0,0,0,52,0,0,449.192308,0,0,4,4586039424803477455
2,57,52,0,0,0,0,52,0,0,499.403846,0,0,4,11380291327118849075
2,58,52,0,0,0,0,52,0,0,377.538462,0,0,4,9934692152795800442
2,59,52,0,0,0,0,52,0,0,470.153846,0,0,4,2426845574628162198
2,60,52,0,0,0,0,52,0,0,470.461538,0,0,4,2117207796282014035
2,61,52,0,2,0,0,50,0,1,135.480769,0,0,2,17458857428890221673
2,62,53,0,0,0,0,53,0,0,256.528302,0,0,4,17815559849817330966
2,63,52,0,0,0,0,52,0,0,414.134615,0,0,4,3479973679838452478
2,64,52,0,0,0,0,52,0,0,480.000000,0,0,4,3861436620724225653
2,65,52,0,0,0,0,52,0,0,480.000000,0,0,4,1346834666216112987
2,66,52,0,0,0,0,52,0,0,480.019231,0,0,4,14600674904928067393
2,67,52,0,0,0,0,52,0,0,480.000000,0,0,4,3488128836047367023
2,68,52,0,0,0,0,52,0,0,480.115385,0,0,4,12277470780924991188
2,69,53,0,0,0,0,53,0,0,480.000000,0,0,4,15958331089957726478
2,70,52,0,0,0,0,52,0,0,446.423077,0,0,2,17856882820203613539
2,71,52,0,4,0,0,48,0,3,123.788462,0,0,2,5555831399464267566
2,72,52,0,0,0,0,52,0,0,261.000000,0,0,4,12010755827887099104
2,73,52,0,0,0,0,52,0,0,416.615385,0,0,4,411498587309325008
2,74,52,0,0,0,0,52,0,0,480.000000,0,0,4,14104524230672179520
2,75,52,0,0,0,0,52,0,0,480.826923,0,0,4,597834180356631151
2,76,53,0,0,0,0,53,0,0,480.000000,0,0,4,11915098601525745859
2,77,52,0,0,0,0,52,0,0,480.000000,0,0,4,16149114211676490106
2,78,52,0,0,0,0,52,0,0,480.000000,0,0,4,8400192094419343270
2,79,52,0,0,0,0,52,0,0,480.000000,0,0,4,5671352861336473920
2,80,52,0,2,0,0,50,0,3,422.288462,0,0,0,15840763221072227728
2,81,52,0,9,0,0,43,0,8,128.230769,0,0,2,16556324221071563075
2,82,52,0,0,0,0,52,0,0,288.307692,0,0,4,1733727483026693701
2,83,53,0,0,0,0,53,0,0,241.641509,0,0,2,9805808950785786345
2,84,52,0,0,0,0,52,0,0,156.423077,0,0,1,10821470552530455625
2,85,52,0,0,0,0,52,0,0,119.076923,0,0,1,7085063391618906568
2,86,52,0,8,0,0,44,0,5,73.115385,0,0,0,280882644173190064
2,87,52,0,37,0,0,15,0,36,45.903846,0,0,0,12952933587604493219
2,88,52,0,24,0,0,28,0,23,57.903846,0,0,0,1330431300392435325
2,89,52,0,35,0,0,17,0,33,38.134615,0,0,1,14088123087198797377
2,90,53,0,52,0,0,1,0,52,12.905660,0,0,0,8107202374893577188
2,91,52,0,52,0,0,0,0,52,3.807692,0,0,0,14211043712255378500
2,92,52,0,52,0,0,0,0,52,2.192308,0,0,0,7406842123793235851
2,93,52,0,52,0,0,0,0,52,2.000000,0,0,0,1407401660403796646
2,94,52,0,52,0,0,0,0,52,2.000000,0,0,0,3826609466146745596
2,95,52,0,52,0,0,0,0,52,2.000000,0,0,0,10231272557485957717
2,96,52,0,52,0,0,0,0,52,2.000000,0,0,0,10748609056946538016
2,97,53,0,53,0,0,0,0,53,2.000000,0,0,0,17802464370752765384
2,98,52,0,52,0,0,0,0,52,2.192308,0,0,0,1241608028883769290
2,99,52,0,52,0,0,0,0,52,0.961538,0,0,0,17546490954563336051
2,100,52,0,52,0,0,0,0,52,2.846154,0,0,0,13815635347224612651
3,1,52,0,0,5,0,0,47,0,389.365385,0,0,2,5559751471748700363
3,2,52,0,14,38,0,0,0,13,123.480769,0,0,0,9555098433383916649
3,3,52,0,52,0,0,0,0,52,12.557692,0,0,0,6878480959304069571
3,4,52,0,52,0,0,0,0,52,9.250000,0,0,0,3726346831049812826
3,5,52,0,52,0,0,0,0,52,1.192308,0,0,0,12454982335282931360
3,6,53,0,53,0,0,0,0,53,3.396226,0,0,0,15298643720411308784
3,7,52,0,52,0,0,0,0,52,12.384615,0,0,0,6510608234189772649
3,8,52,0,52,0,0,0,0,52,18.115385,0,0,0,5337510616130075201
3,9,52,0,48,0,0,4,0,46,28.307692,0,0,0,3252393924689696409
3,10,52,0,52,0,0,0,0,51,25.134615,0,0,0,15936886041188763152
3,11,52,0,52,0,0,0,0,52,11.480769,0,0,0,18116022701227827400
3,12,52,0,52,0,0,0,0,52,13.576923,0,0,0,10421286648923965192
3,13,53,0,51,0,0,2,0,49,19.566038,0,0,0,3369280526916078005
3,14,52,0,52,0,0,0,0,51,13.615385,0,0,0,12248943334388942988
3,15,52,0,52,0,0,0,0,52,9.846154,0,0,0,18244609061815952019
3,16,52,0,52,0,0,0,0,52,6.596154,0,0,0,8206419910943860113
3,17,52,0,52,0,0,0,0,52,0.346154,0,0,0,8493734694279582082
3,18,52,0,52,0,0,0,0,52,1.384615,0,0,0,14142218263060678280
3,19,52,0,52,0,0,0,0,52,0.000000,0,0,0,16716076306393448413
3,20,53,0,53,0,0,0,0,53,0.000000,0,0,0,11956869452709915291
3,21,52,0,52,0,0,0,0,52,0.000000,0,0,0,16197978803978846831
3,22,52,0,52,0,0,0,0,52,0.000000,0,0,0,13320509762748595100
3,23,52,0,52,0,0,0,0,52,0.000000,0,0,0,5033180425588752520
3,24,52,0,52,0,0,0,0,52,0.000000,0,0,0,9941870053122625218
3,25,52,0,52,0,0,0,0,52,0.000000,0,0,0,14539856201608873782
3,26,52,0,52,0,0,0,0,52,0.000000,0,0,0,4561394175089736843
3,27,53,0,53,0,0,0,0,53,0.000000,0,0,0,10659935380981832760
3,28,52,0,52,0,0,0,0,52,0.000000,0,0,0,5934920426057944879
3,29,52,0,52,0,0,0,0,52,0.000000,0,0,0,1505874089184150956
3,30,52,0,52,0,0,0,0,52,0.000000,0,0,0,14778001310433188875
3,31,52,0,52,0,0,0,0,52,0.000000,0,0,0,14784901646854344995
3,32,52,0,52,0,0,0,0,52,0.000000,0,0,0,18390658405259389104
3,33,52,0,52,0,0,0,0,52,0.000000,0,0,0,14571058671472807276
3,34,53,0,53,0,0,0,0,53,0.000000,0,0,0,2872000526396168533
3,35,52,0,52,0,0,0,0,52,0.000000,0,0,0,8825342594746646366
3,36,52,0,52,0,0,0,0,52,0.000000,0,0,0,5567088730552605969
3,37,52,0,52,0,0,0,0,52,0.000000,0,0,0,268569053109844808
3,38,52,0,52,0,0,0,0,52,0.000000,0,0,0,5926131571003338901
3,39,52,0,52,0,0,0,0,52,0.000000,0,0,0,10749871605276349919
3,40,52,0,52,0,0,0,0,52,0.000000,0,0,0,956876497247208538
3,41,53,0,53,0,0,0,0,53,0.000000,0,0,0,13530895886838853115
3,42,52,0,52,0,0,0,0,52,0.000000,0,0,0,7125837835975995597
3,43,52,0,52,0,0,0,0,52,0.000000,0,0,0,1410378386341362564
3,44,52,0,52,0,0,0,0,52,0.000000,0,0,0,15541575769636771196
3,45,52,0,52,0,0,0,0,52,0.000000,0,0,0,10634711157247025641
3,46,52,0,52,0,0,0,0,52,0.000000,0,0,0,2823414120193198244
3,47,52,0,52,0,0,0,0,52,0.000000,0,0,0,17323999783420695777
3,48,53,0,53,0,0,0,0,53,0.000000,0,0,0,10973218592901284547
3,49,52,0,52,0,0,0,0,52,0.000000,0,0,0,8899308938645764063
3,50,52,0,52,0,0,0,0,52,0.000000,0,0,0,8276507830002789760
3,51,52,0,52,0,0,0,0,52,0.000000,0,0,0,8501777895113063532
3,52,52,0,52,0,0,0,0,52,0.000000,0,0,0,15629278539026185929
3,53,52,0,52,0,0,0,0,52,0.000000,0,0,0,2983247328454174855
3,54,52,0,52,0,0,0,0,52,0.000000,0,0,0,3689799072811368968
3,55,53,0,53,0,0,0,0,53,0.000000,0,0,0,11002642678910817927
3,56,52,0,52,0,0,0,0,52,0.000000,0,0,0,877965157994206000
3,57,52,0,52,0,0,0,0,52,0.000000,0,0,0,1460435634488756989
3,58,52,0,52,0,0,0,0,52,0.000000,0,0,0,13039176270735966531
3,59,52,0,52,0,0,0,0,52,0.000000,0,0,0,3956493259963903402
3,60,52,0,52,0,0,0,0,52,0.000000,0,0,0,4031866183218451441
3,61,52,0,52,0,0,0,0,52,0.000000,0,0,0,10626942916504005039
3,62,53,0,53,0,0,0,0,53,0.000000,0,0,0,17388218439593119149
3,63,52,0,52,0,0,0,0,52,0.000000,0,0,0,15003197583525008412
3,64,52,0,52,0,0,0,0,52,0.000000,0,0,0,9114829257333113793
3,65,52,0,52,0,0,0,0,52,0.000000,0,0,0,1463802303023525322
3,66,52,0,52,0,0,0,0,52,0.000000,0,0,0,6699703817332431195
3,67,52,0,52,0,0,0,0,52,0.000000,0,0,0,6549631261633147375
3,68,52,0,52,0,0,0,0,52,0.000000,0,0,0,7215182806488750241
3,69,53,0,53,0,0,0,0,53,0.000000,0,0,0,12192687186143305240
3,70,52,0,52,0,0,0,0,52,0.000000,0,0,0,13787662226792164240
3,71,52,0,52,0,0,0,0,52,0.000000,0,0,0,7198586086611408839
3,72,52,0,52,0,0,0,0,52,0.000000,0,0,0,6300118777355067782
3,73,52,0,52,0,0,0,0,52,0.000000,0,0,0,7165597138825519000
3,74,52,0,52,0,0,0,0,52,0.000000,0,0,0,2996604269089694900
3,75,52,0,52,0,0,0,0,52,0.000000,0,0,0,9474811935909964711
3,76,53,0,53,0,0,0,0,53,0.000000,0,0,0,5473597095133026451
3,77,52,0,52,0,0,0,0,52,0.000000,0,0,0,14843099472875523275
3,78,52,0,52,0,0,0,0,52,0.000000,0,0,0,14824991181775141702
3,79,52,0,52,0,0,0,0,52,0.000000,0,0,0,11278827783391299758
3,80,52,0,52,0,0,0,0,52,0.000000,0,0,0,14776193892903107873
3,81,52,0,52,0,0,0,0,52,0.000000,0,0,0,11054622508408555631
3,82,52,0,52,0,0,0,0,52,0.000000,0,0,0,16614665114929773607
3,83,53,0,53,0,0,0,0,53,0.000000,0,0,0,18397668516907347443
3,84,52,0,52,0,0,0,0,52,0.000000,0,0,0,18291065309766492145
3,85,52,0,52,0,0,0,0,52,0.000000,0,0,0,8808303971947235718
3,86,52,0,52,0,0,0,0,52,0.000000,0,0,0,2667297885868619257
3,87,52,0,52,0,0,0,0,52,0.000000,0,0,0,16991707376539483107
3,88,52,0,52,0,0,0,0,52,0.000000,0,0,0,18381199368159447881
3,89,52,0,52,0,0,0,0,52,0.000000,0,0,0,11967394339152753269
3,90,53,0,53,0,0,0,0,53,0.000000,0,0,0,1259198536878523598
3,91,52,0,52,0,0,0,0,52,0.000000,0,0,0,2726263805725864829
3,92,52,0,52,0,0,0,0,52,0.000000,0,0,0,14548703955725968639
3,93,52,0,52,0,0,0,0,52,0.000000,0,0,0,9441543121758953658
3,94,52,0,52,0,0,0,0,52,0.000000,0,0,0,5058840665840573981
3,95,52,0,52,0,0,0,0,52,0.000000,0,0,0,7719626983151429903
3,96,52,0,52,0,0,0,0,52,0.000000,0,0,0,6506893256737335501
3,97,53,0,53,0,0,0,0,53,0.000000,0,0,0,4628692495439121551
3,98,52,0,52,0,0,0,0,52,0.000000,0,0,0,10872479625468163847
3,99,52,0,52,0,0,0,0,52,0.000000,0,0,0,12479275449387012130
3,100,52,0,52,0,0,0,0,52,0.000000,0,0,0,8474550802962807227
4,1,52,0,0,14,0,0,38,0,373.403846,1,0,2,9479301487368669536
4,2,52,0,7,45,0,0,0,5,122.500000,0,1,0,8766374451100318828
4,3,52,0,52,0,0,0,0,52,14.307692,0,1,0,7190733501264699683
4,4,52,0,52,0,0,0,0,52,5.307692,0,1,0,2624238348337774911
4,5,52,0,52,0,0,0,0,52,8.942308,0,1,0,18152385766543171527
4,6,53,0,53,0,0,0,0,52,18.075472,0,1,0,13568040077670148734
4,7,52,0,50,0,0,2,0,49,16.750000,0,1,1,14274770850836223427
4,8,52,0,44,0,0,8,0,43,18.500000,0,1,0,16151370441893875351
4,9,52,0,52,0,0,0,0,52,7.769231,0,1,0,5089651609997592015
4,10,52,0,52,0,0,0,0,52,6.230769,0,1,0,15965268979864032097
4,11,52,0,52,0,0,0,0,52,7.884615,0,1,0,14846588569444645175
4,12,52,0,52,0,0,0,0,52,7.115385,0,1,0,13634503376160207808
4,13,53,0,53,0,0,0,0,53,7.188679,0,1,0,674400090036831451
4,14,52,0,52,0,0,0,0,52,7.923077,0,1,0,18323258938204497477
4,15,52,0,52,0,0,0,0,52,6.423077,0,1,0,7977986530874548070
4,16,52,0,52,0,0,0,0,52,6.692308,0,1,0,14958399705059302084
4,17,52,0,52,0,0,0,0,52,7.076923,0,1,0,8544060961996404023
4,18,52,0,52,0,0,0,0,52,4.692308,0,1,0,10363175059469447735
4,19,52,0,52,0,0,0,0,52,0.000000,0,1,0,14147279598326737952
4,20,53,0,53,0,0,0,0,53,0.000000,0,1,0,8017555498073015767
4,21,52,0,52,0,0,0,0,52,0.000000,0,1,0,326037761639556074
4,22,52,0,52,0,0,0,0,52,0.000000,0,1,0,8755981671919222590
4,23,52,0,52,0,0,0,0,52,0.000000,0,1,0,5201966926813352179
4,24,52,0,52,0,0,0,0,52,0.000000,0,1,0,6932378490996732130
4,25,52,0,52,0,0,0,0,52,0.000000,0,1,0,18094649931016735884
4,26,52,0,52,0,0,0,0,52,0.000000,0,1,0,11090279798151469804
4,27,53,0,53,0,0,0,0,53,0.000000,0,1,0,17719377582486768484
4,28,52,0,52,0,0,0,0,52,0.000000,0,1,0,8431285353183195182
4,29,52,0,52,0,0,0,0,52,0.000000,0,1,0,15319851342204540980
4,30,52,0,52,0,0,0,0,52,0.000000,0,1,0,11290719549671467251
