wait,0,Jory Fen,3,144115188075855879,144115188075855877,10,1,0,0
wait,1,Jory Fen,3,144115188075855879,144115188075855877,14,2,0,0
wait,2,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,3,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,4,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,5,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,6,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,7,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,8,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,9,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,10,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,11,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,12,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,13,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,14,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,15,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,16,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,17,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,18,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,19,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,20,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,21,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,22,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,23,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,24,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,25,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,26,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,27,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,28,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,29,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,30,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,31,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,32,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,33,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,34,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,35,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,36,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,37,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,38,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,39,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,40,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,41,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,42,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,43,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,44,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,45,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,46,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,47,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,48,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,49,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,50,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,51,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,52,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,53,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,54,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,55,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,56,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,57,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,58,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,59,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,60,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,61,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,62,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,63,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,64,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,65,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,66,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,67,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,68,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,69,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,70,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,71,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,72,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,73,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,74,Jory Fen,3,144115188075855879,144115188075855877,18,3,0,432345564227567643
wait,75,Jory Fen,3,144115188075855879,144115188075855879,18,3,0,432345564227567643
wait,76,Jory Fen,3,144115188075855879,144115188075855879,18,3,0,432345564227567643
wait,77,Jory Fen,3,144115188075855879,144115188075855879,18,3,0,432345564227567643
wait,78,Jory Fen,3,144115188075855879,144115188075855879,18,3,0,432345564227567643
wait,79,Jory Fen,3,144115188075855879,144115188075855879,18,3,0,432345564227567643
